C.D.S.  -  SIMBAD4 rel 1.5.11  -  2017.04.14CEST16:44:09

sptype >= 'L0' & sptype <= 'Y9'
-------------------------------

Number of objects : 1946

 #  |           identifier           |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|--------------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
1702|CFBDS J111807-064016            |BD*|11 18 07.130 -06 40 15.82  |     ~|     ~|     ~|     ~|     ~|T2             |   1|   0
1703|2MASS J08365239+1835455         |BD*|08 36 52.394 +18 35 45.57  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1704|[QGH2010] CAHA Tau 1            |BD*|04 36 09.00 +24 08 21.2    |     ~|     ~|     ~|22.89 |20.00 |L2             |   2|   0
1705|2MASSI J2339101+135230          |BD*|23 39 10.25 +13 52 28.5    |     ~|     ~|     ~|     ~|     ~|T5.4           |  19|   0
1706|WISEP J102109.57-030421.5       |BD*|10 21 09.69 -03 04 19.8    |     ~|     ~|     ~|     ~|     ~|T1+T4          |  56|   0
1707|2MASS J07495184+2453050         |BD*|07 49 51.842 +24 53 05.02  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1708|BRLT 254                        |BD*|14 42 20.950 +08 49 45.97  |     ~|     ~|     ~|     ~|     ~|L5.0           |   1|   0
1709|2MASS J15262104+2808074         |BD*|15 26 21.042 +28 08 07.44  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1710|2MASS J13595510-4034582         |BD*|13 59 55.105 -40 34 58.26  |     ~|     ~|     ~|     ~|16.985|L1             |  12|   0
1711|2MASS J00405893+1528452         |BD*|00 40 58.938 +15 28 45.25  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1712|2MASS J12195156+3128497         |BD*|12 19 51.561 +31 28 49.71  |     ~|     ~|     ~|     ~|     ~|L9             |   9|   0
1713|WISE J154459.27+584204.5        |BD*|15 44 59.27 +58 42 04.5    |     ~|     ~|     ~|     ~|     ~|T7.5           |   3|   0
1714|2MASS J00150206+2959323         |BD*|00 15 02.064 +29 59 32.30  |     ~|     ~|     ~|     ~|     ~|L8.5           |   3|   0
1715|ULAS J150547.89+070316.6        |BD*|15 05 47.89 +07 03 16.6    |     ~|     ~|     ~|     ~|     ~|T4             |   2|   0
1716|G 196-3B                        |BD*|10 04 20.67 +50 22 59.6    |     ~|     ~|     ~|     ~|     ~|L2             |  75|   0
1717|WISE J184041.77+293229.2        |BD*|18 40 41.77 +29 32 29.2    |     ~|     ~|     ~|     ~|     ~|T6             |   2|   0
1718|WISEA J120604.25+840110.5       |BD*|12 06 04.38 +84 01 10.6    |     ~|     ~|     ~|     ~|     ~|Y0             |   2|   0
1719|2MASS J09442733+6410372         |BD*|09 44 27.333 +64 10 37.29  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1720|2MASS J22172487-0032224         |BD*|22 17 24.878 -00 32 22.44  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1721|2MASS J06141196-2019181         |BD*|06 14 11.966 -20 19 18.17  |     ~|     ~|     ~|     ~|18.49 |L2             |   2|   0
1722|BRLT 136                        |BD*|10 58 36.929 +08 54 29.15  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1723|* eta CrB C                     |BD*|15 23 22.63 +30 14 56.2    |     ~|     ~|     ~|     ~|     ~|L8V            |  90|   1
1724|EQ J1830+4542                   |BD*|18 30 58.57 +45 42 57.9    |     ~|     ~|     ~|     ~|     ~|L9             |   3|   0
1725|WDS J12259-2740AB               |BD*|12 25 54.323 -27 39 46.68  |     ~|     ~|     ~|     ~|     ~|T6             |  43|   0
1726|NAME 1RXS J2351+3127 B          |BD*|23 51 33.9 +31 27 23       |     ~|     ~|     ~|     ~|     ~|L0             |   7|   0
1727|2MASS J18510178+5935040         |BD*|18 51 01.784 +59 35 04.06  |     ~|     ~|     ~|     ~|     ~|L9             |   3|   0
1728|BRLT 76                         |BD*|08 47 10.352 +02 04 13.36  |     ~|     ~|     ~|     ~|     ~|L5.5           |   1|   0
1729|2MASSI J2132114+134158          |BD*|21 32 11.454 +13 41 58.41  |     ~|     ~|     ~|     ~|     ~|L6             |  11|   1
1730|CFBDS J003402-005205            |BD*|00 34 02.82 -00 52 05.7    |     ~|     ~|     ~|     ~|     ~|T8.5           |  43|   0
1731|2MASS J06540564+6528051         |BD*|06 54 05.641 +65 28 05.17  |     ~|     ~|     ~|     ~|     ~|L5.5           |   8|   0
1732|BRLT 39                         |BD*|01 51 44.100 +13 46 45.87  |     ~|     ~|     ~|     ~|     ~|L5.0           |   2|   0
1733|ULAS J120744.65+133902.7        |*  |12 07 44.65 +13 39 02.7    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
1734|2MASSI J0325013+225303          |BD*|03 25 01.369 +22 53 03.90  |     ~|     ~|     ~|     ~|     ~|L3             |   2|   0
1735|2MASS J08015951+4806282         |BD*|08 01 59.517 +48 06 28.30  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1736|2MASS J16192751+0313507         |** |16 19 27.519 +03 13 50.71  |     ~|     ~|     ~|     ~|     ~|T2.5+T4.0      |   6|   1
1737|BRLT 302                        |BD*|15 44 48.831 +09 42 56.92  |     ~|     ~|     ~|     ~|     ~|L4.0           |   1|   0
1738|2MASS J12381563+6219261         |BD*|12 38 15.633 +62 19 26.17  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1739|WISEP J172006.70+615536.5       |BD*|17 20 06.688 +61 55 37.64  |     ~|     ~|     ~|     ~|     ~|L3             |   2|   0
1740|2MASS J06453153-6646120         |BD*|06 45 31.532 -66 46 12.04  |     ~|     ~|     ~|     ~|     ~|sdL8           |   3|   0
1741|2MASS J16192830+0050118         |BD*|16 19 28.309 +00 50 11.84  |     ~|     ~|     ~|     ~|     ~|L2             |   9|   1
1742|2MASS J09214255+0842030         |BD*|09 21 42.552 +08 42 03.04  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
1743|2MASS J08422885+0746270         |BD*|08 42 28.852 +07 46 27.03  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1744|WISEP J230600.99+130225.2       |BD*|23 06 01.020 +13 02 25.01  |     ~|     ~|     ~|     ~|     ~|T6.5           |   4|   0
1745|2MASS J11543535+6234382         |BD*|11 54 35.358 +62 34 38.28  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1746|2MASS J22431696-5932206         |BD*|22 43 16.967 -59 32 20.62  |     ~|     ~|     ~|20.24 |17.272|L0             |   9|   0
1747|2MASS J05325346+8246465         |PM*|05 32 53.46 +82 46 46.5    |     ~|     ~|     ~|     ~|     ~|sdL7           |  39|   1
1748|BRLT 315                        |BD*|22 40 51.812 +00 08 22.06  |     ~|     ~|     ~|     ~|     ~|L1.0           |   2|   0
1749|2MASS J16283435+2428476         |BD*|16 28 34.355 +24 28 47.67  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1750|2MASS J10174252+4310584         |BD*|10 17 42.522 +43 10 58.49  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1751|2MASS J13043318+0907070         |BD*|13 04 33.184 +09 07 07.09  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1752|2MASS J16072342-3905099         |BD*|16 07 23.421 -39 05 09.97  |     ~|17.95 |     ~|18.25 |17.54 |L1             |   5|   0
1753|2MUCD 20460                     |BD*|12 57 37.266 -01 13 36.06  |     ~|     ~|     ~|     ~|     ~|L4             |  11|   0
1754|BRLT 122                        |BD*|10 07 03.550 +01 30 17.09  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1755|2MASS J15513273+5442010         |BD*|15 51 32.732 +54 42 01.09  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1756|BRLT 176                        |BD*|12 30 12.523 +07 17 17.96  |     ~|     ~|     ~|     ~|     ~|L4.0           |   1|   0
1757|UGCS J084510.65+214817.0        |BD*|08 45 10.66 +21 48 17.1    |     ~|     ~|     ~|     ~|     ~|L0.3           |   3|   0
1758|2MASS J09230861+2340152         |BD*|09 23 08.618 +23 40 15.25  |     ~|     ~|     ~|     ~|     ~|L1             |   4|   0
1759|2MASS J14002320+4338222         |BD*|14 00 23.204 +43 38 22.23  |     ~|     ~|     ~|     ~|     ~|L8             |   6|   0
1760|SDSS J002800.38+010252.0        |BD*|00 28 00.379 +01 02 52.05  |     ~|     ~|     ~|     ~|     ~|L0.0           |   2|   0
1761|2MASS J19285196-4356256         |BD*|19 28 51.970 -43 56 25.64  |     ~|     ~|     ~|     ~|     ~|L6             |   9|   0
1762|2MASSW J1342236+175156          |BD*|13 42 23.623 +17 51 55.80  |     ~|     ~|     ~|     ~|     ~|L2.5           |   7|   1
1763|2MASS J14025564+0800553         |BD*|14 02 55.64 +08 00 55.3    |     ~|     ~|     ~|     ~|     ~|L8+T5?         |   7|   0
1764|Cl* Melotte 22 BRB 23           |BD*|03 50 39.550 +25 02 54.60  |     ~|     ~|     ~|24.16 |22.03 |L3.5           |   4|   1
1765|2MASS J16474830+1909339         |BD*|16 47 48.31 +19 09 34.0    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1766|BRLT 9                          |BD*|00 29 12.255 +14 56 04.97  |     ~|     ~|     ~|     ~|     ~|L1.0           |   2|   0
1767|ULAS J152912.23+092228.5        |*  |15 29 12.23 +09 22 28.5    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
1768|2MASS J21184677-0010447         |BD*|21 18 46.771 -00 10 44.76  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
1769|2MASS J15461461+4932114         |BD*|15 46 14.618 +49 32 11.49  |     ~|20.0  |     ~|18.5  |     ~|T2.5           |   5|   0
1770|2MASS J10515129+1311164         |BD*|10 51 51.29 +13 11 16.5    |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1771|BRLT 279                        |BD*|15 13 55.049 -01 33 00.60  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1772|2MASS J12545932+2631072         |BD*|12 54 59.321 +26 31 07.23  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1773|2MASS J15152713+3412328         |BD*|15 15 27.133 +34 12 32.88  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1774|EQ J1959-3338                   |BD*|19 59 05.66 -33 38 33.7    |     ~|     ~|     ~|     ~|     ~|T8             |   4|   0
1775|2MASS J09112901+3206447         |BD*|09 11 29.011 +32 06 44.76  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
1776|BRLT 159                        |BD*|12 09 43.000 +06 53 33.36  |     ~|     ~|     ~|     ~|     ~|L9.0           |   1|   0
1777|2MASS J21501592-7520367         |BD*|21 50 15.920 -75 20 36.73  |     ~|     ~|     ~|     ~|17.530|L1             |   8|   0
1778|2MASS J10595138-2113082         |BD*|10 59 51.381 -21 13 08.21  |     ~|     ~|     ~|20.237|17.974|L1             |   8|   0
1779|BRLT 265                        |BD*|14 55 41.746 +00 22 24.38  |     ~|     ~|     ~|     ~|     ~|L2.0           |   1|   0
1780|[OW94] 016-319                  |BD*|05 35 01.6 -05 23 19       |     ~|     ~|     ~|     ~|     ~|L2.5           |   5|   0
1781|ULAS J131610.28+075553.0        |BD*|13 16 10.28 +07 55 53.0    |     ~|     ~|     ~|     ~|     ~|sdT6.5         |   3|   0
1782|2MASS J13100288+0554042         |BD*|13 10 02.889 +05 54 04.27  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1783|ULAS J133828.69-014245.4        |Ro*|13 38 28.69 -01 42 45.4    |     ~|     ~|     ~|     ~|     ~|T7.5           |   1|   0
1784|ULAS J223955.76+003252.6        |BD*|22 39 55.76 +00 32 52.6    |     ~|     ~|     ~|     ~|     ~|T5.5           |   7|   0
1785|2MASS J15055382+6105493         |BD*|15 05 53.83 +61 05 49.4    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1786|2MASSI J1656188+283506          |BD*|16 56 18.85 +28 35 05.7    |     ~|     ~|     ~|     ~|     ~|L4.5V          |   6|   0
1787|BRLT 240                        |BD*|14 23 00.384 +04 10 26.40  |     ~|     ~|     ~|     ~|     ~|L3.0           |   1|   0
1788|2MASS J03530845+1030564         |BD*|03 53 08.455 +10 30 56.50  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1789|2MASS J17430860+8526594         |BD*|17 43 08.601 +85 26 59.41  |     ~|     ~|     ~|     ~|     ~|L5             |   1|   0
1790|ULAS J075829.83+222526.7        |Ro*|07 58 29.83 +22 25 26.7    |     ~|     ~|     ~|     ~|     ~|T6.5           |   1|   0
1791|EQ J0333-5856                   |BD*|03 33 49.34 -58 56 18.7    |     ~|     ~|     ~|     ~|     ~|T3             |   2|   0
1792|2MASS J13083106+0818522         |BD*|13 08 31.063 +08 18 52.25  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
1793|2MUCD 10802                     |BD*|09 08 38.037 +50 32 08.82  |     ~|     ~|     ~|     ~|     ~|L8             |  27|   0
1794|2MASS J02415367-1241069         |BD*|02 41 53.68 -12 41 07.0    |     ~|     ~|     ~|     ~|     ~|L2.5           |   7|   0
1795|2MASS J13204427+0409045         |BD*|13 20 44.274 +04 09 04.59  |     ~|     ~|     ~|     ~|19.89 |L3             |   7|   0
1796|2MASS J12251635+2918045         |BD*|12 25 16.360 +29 18 04.54  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1797|2MASS J15495134+4904502         |BD*|15 49 51.346 +49 04 50.20  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1798|ULAS J080918.41+212615.2        |Ro*|08 09 18.41 +21 26 15.2    |     ~|     ~|     ~|     ~|     ~|T8             |   1|   0
1799|2MASS J12523083+1835063         |BD*|12 52 30.839 +18 35 06.31  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1800|2MASS J09261537+5847212         |BD*|09 26 15.378 +58 47 21.23  |     ~|     ~|     ~|     ~|     ~|T4.5           |  24|   0
1801|BRLT 56                         |BD*|03 19 59.757 +06 17 40.73  |     ~|     ~|     ~|     ~|     ~|L1.5           |   2|   0
1802|2MASSW J1439409+182637          |BD*|14 39 40.929 +18 26 36.97  |     ~|     ~|     ~|     ~|     ~|L1             |   9|   1
1803|2MASSI J0605019-234226          |BD*|06 05 01.962 -23 42 27.01  |     ~|     ~|     ~|     ~|17.19 |L0             |  10|   0
1804|2MASS J07442860+2402523         |BD*|07 44 28.604 +24 02 52.34  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1805|WISE J043052.92+463331.6        |BD*|04 30 52.92 +46 33 31.6    |     ~|     ~|     ~|     ~|     ~|T8             |   2|   0
1806|Cl* Melotte 22 BRB 18           |BD*|03 54 14.070 +23 17 51.90  |     ~|     ~|     ~|23.57 |20.760|L0.0           |   7|   1
1807|2MASSI J1550084+145517          |BD*|15 50 08.453 +14 55 18.08  |     ~|     ~|     ~|     ~|     ~|L2.5           |   8|   0
1808|USNO-B1.0 0644-00098276         |BD*|06 52 19.773 -25 34 50.59  |     ~|     ~|     ~|19.3  |15.96 |L0             |  10|   0
1809|BRLT 130                        |BD*|10 16 58.056 -01 32 58.00  |     ~|     ~|     ~|     ~|     ~|L3.0           |   1|   0
1810|2MASS J09490860-1545485         |BD*|09 49 08.603 -15 45 48.52  |     ~|     ~|     ~|     ~|     ~|T2             |  14|   1
1811|2MASS J11040127+1959217         |BD*|11 04 01.274 +19 59 21.76  |     ~|     ~|     ~|     ~|     ~|L4             |  26|   0
1812|2MASS J13523867+3240026         |BD*|13 52 38.675 +32 40 02.68  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1813|EQ J1359-2332                   |BD?|13 59 42.70 -23 32 35.6    |     ~|     ~|     ~|     ~|     ~|T7             |   1|   0
1814|2MASS J16225533+1159238         |BD*|16 22 55.336 +11 59 23.89  |     ~|     ~|     ~|     ~|     ~|L4.5           |   6|   0
1815|ULAS J084036.72+075933.6        |*  |08 40 36.72 +07 59 33.6    |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
1816|2MASS J12474944-1117551         |BD*|12 47 49.443 -11 17 55.17  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1817|2MASS J23211254-1326282         |BD*|23 21 12.544 -13 26 28.26  |     ~|     ~|     ~|20.73 |17.77 |L1             |   3|   0
1818|2MASS J12281243+1101139         |BD*|12 28 12.431 +11 01 13.96  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1819|2MASS J03164512-2848521         |BD*|03 16 45.13 -28 48 52.2    |     ~|     ~|     ~|     ~|18.048|L1             |  10|   0
1820|2MASSW J1841086+311727          |BD*|18 41 08.615 +31 17 27.96  |     ~|     ~|     ~|     ~|     ~|L4Vpec         |  15|   0
1821|SDSS J221743.53+000253.8        |BD*|22 17 43.530 +00 02 53.88  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1822|2MASS J14044237-0224261         |BD*|14 04 42.380 -02 24 26.16  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1823|2MASS J11250502+0556424         |BD*|11 25 05.026 +05 56 42.41  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1824|2MASS J12074717+0244249         |BD*|12 07 47.174 +02 44 24.93  |     ~|     ~|     ~|     ~|     ~|L8             |  47|   1
1825|[DBL2011] 2MASS J0130-4445B     |BD*|01 30 35.80 -44 45 41.4    |     ~|     ~|     ~|     ~|     ~|L7.5           |   2|   0
1826|ULAS J102144.87+054446.1        |Ro*|10 21 44.87 +05 44 46.1    |     ~|     ~|     ~|     ~|     ~|T6             |   2|   0
1827|2MASS J03264225-2102057         |BD*|03 26 42.257 -21 02 05.77  |     ~|     ~|     ~|     ~|     ~|L5             |  16|   0
1828|2MASS J16262034+3925190         |BD*|16 26 20.34 +39 25 19.1    |     ~|     ~|     ~|19.67 |16.68 |sdL4           |  29|   0
1829|ULAS J124804.56+075904.0        |*  |12 48 04.56 +07 59 04.0    |     ~|     ~|     ~|     ~|     ~|T7             |   3|   0
1830|2MASSW J1246467+402715          |BD*|12 46 46.782 +40 27 15.06  |     ~|     ~|     ~|     ~|     ~|L4V            |  15|   0
1831|2MASS J12451086-0132312         |BD*|12 45 10.866 -01 32 31.22  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1832|2MASS J08585891+1804463         |BD*|08 58 58.915 +18 04 46.39  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1833|2MASS J12130484+1529227         |BD*|12 13 04.841 +15 29 22.79  |     ~|     ~|     ~|     ~|     ~|L4             |   2|   0
1834|ULAS J123153.60+091205.4        |*  |12 31 53.60 +09 12 05.4    |     ~|     ~|     ~|     ~|     ~|T4.5p          |   2|   0
1835|2MASS J02411151-0326587         |BD*|02 41 11.52 -03 26 58.8    |     ~|     ~|     ~|     ~|     ~|L0             |  18|   0
1836|2MASS J10224821+5825453         |BD*|10 22 48.217 +58 25 45.38  |     ~|     ~|     ~|     ~|     ~|L1             |  22|   0
1837|2MASS J11101001+0116130         |BD*|11 10 10.011 +01 16 13.09  |     ~|     ~|     ~|     ~|     ~|T5.5           |  40|   0
1838|2MASS J04012977-4050448         |BD*|04 01 29.777 -40 50 44.89  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1839|[BZR99] S Ori 58                |BD*|05 39 03.60 -02 25 36.6    |     ~|     ~|     ~|     ~|21.50 |L0e            |  11|   0
1840|2MASS J01410321+1804502         |BD*|01 41 03.21 +18 04 50.2    |     ~|     ~|     ~|     ~|     ~|L4.5           |  18|   0
1841|2MASS J05460119-0959472         |BD*|05 46 01.200 -09 59 47.21  |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
1842|WDS J15200-4423B                |BD*|15 20 02.30 -44 22 41.9    |     ~|     ~|     ~|     ~|     ~|L4.5           |   2|   0
1843|WISE J114340.22+443123.8        |BD*|11 43 40.22 +44 31 23.8    |     ~|     ~|     ~|     ~|     ~|T8.5           |   2|   0
1844|2MASSI J0421072-630602          |BD*|04 21 07.185 -63 06 02.25  |     ~|     ~|     ~|     ~|     ~|L5             |  11|   0
1845|2MASS J13061727+3820296         |BD*|13 06 17.279 +38 20 29.68  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
1846|EQ J0836-1859                   |BD*|08 36 41.12 -18 59 47.2    |     ~|     ~|     ~|     ~|     ~|T8pec          |   4|   0
1847|WISE J104245.23-384238.3        |BD*|10 42 45.23 -38 42 38.3    |     ~|     ~|     ~|     ~|     ~|T8.5           |   7|   0
